timestamp,total_packets,malicious_packets,packet_rate,anomaly_score,attack_occurred
2026-06-13 15:07:38,9986,9203,166.43,0.9477,1
2026-06-13 15:08:38,10663,9054,177.72,0.9226,1
2026-06-13 15:09:38,10986,9800,183.1,0.9857,1
2026-06-13 15:10:38,9885,8775,164.75,0.8619,1
2026-06-13 15:11:38,10998,10348,183.3,1.0693,1
2026-06-13 15:12:38,10958,9049,182.63,1.0161,1
2026-06-13 15:13:38,10303,8913,171.72,0.9681,1
2026-06-13 15:14:38,10424,9021,173.73,0.8851,1
2026-06-13 15:15:38,10706,9223,178.43,0.9201,1
2026-06-13 15:16:38,10243,7784,170.72,0.9555,1
2026-06-13 15:17:38,10316,9250,171.93,0.8779,1
2026-06-13 15:18:38,9895,7877,164.92,0.8499,1
2026-06-13 15:19:38,10830,9987,180.5,0.9162,1
2026-06-13 15:20:38,10760,9891,179.33,0.8893,1
2026-06-13 15:21:38,11156,9392,185.93,1.0778,1
2026-06-13 15:22:38,10980,9104,183.0,0.9516,1
2026-06-13 15:23:38,9800,7616,163.33,0.8385,1
2026-06-13 15:24:38,10845,8162,180.75,0.9697,1
2026-06-13 15:25:38,9403,6609,156.72,0.8025,1
2026-06-13 15:26:38,10209,7795,170.15,0.8383,1
2026-06-13 15:27:38,9941,7933,165.68,0.861,1
2026-06-13 15:28:38,10403,8533,173.38,0.9642,1
2026-06-13 15:29:38,10936,10196,182.27,0.9821,1
2026-06-13 15:30:38,10761,9792,179.35,1.057,1
2026-06-13 15:31:38,10200,9478,170.0,0.9111,1
2026-06-13 15:32:38,10619,8166,176.98,1.0198,1
2026-06-13 15:33:38,10516,10146,175.27,0.8915,1
2026-06-13 15:34:38,9808,8228,163.47,0.8077,1
2026-06-13 15:35:38,10017,8337,166.95,0.9887,1
2026-06-13 15:36:38,10152,8476,169.2,0.9744,1
2026-06-13 15:37:38,10646,9577,177.43,0.9878,1
2026-06-13 15:38:38,9867,8921,164.45,0.8586,1
2026-06-13 15:39:38,10762,8509,179.37,0.9522,1
2026-06-13 15:40:38,10565,9706,176.08,0.8959,1
2026-06-13 15:41:38,11048,10872,184.13,0.9972,1
2026-06-13 15:42:38,9881,7338,164.68,0.8631,1
2026-06-13 15:43:38,10464,9497,174.4,0.8405,1
2026-06-13 15:44:38,10929,8864,182.15,1.0434,1
2026-06-13 15:45:38,11261,10259,187.68,0.9586,1
2026-06-13 15:46:38,10198,7479,169.97,0.9226,1
2026-06-13 15:47:38,10321,9327,172.02,0.97,1
2026-06-13 15:48:38,10293,8078,171.55,0.9306,1
2026-06-13 15:49:38,10878,10309,181.3,1.0448,1
2026-06-13 15:50:38,10932,9933,182.2,1.0024,1
2026-06-13 15:51:38,10426,9761,173.77,1.0113,1
2026-06-13 15:52:38,10326,8314,172.1,0.8704,1
2026-06-13 15:53:38,10528,9079,175.47,1.0001,1
2026-06-13 15:54:38,9534,6742,158.9,0.9418,1
2026-06-13 15:55:38,10908,8913,181.8,0.8672,1
2026-06-13 15:56:38,10479,8031,174.65,1.0516,1
2026-06-13 15:57:38,10615,8635,176.92,0.987,1
2026-06-13 15:58:38,10515,9199,175.25,0.8714,1
2026-06-13 15:59:38,10814,10196,180.23,1.0413,1
2026-06-13 16:00:38,9681,8031,161.35,0.8226,1
2026-06-13 16:01:38,10978,10375,182.97,0.9425,1
2026-06-13 16:02:38,9387,7365,156.45,0.807,1
2026-06-13 16:03:38,10242,9131,170.7,1.0477,1
2026-06-13 16:04:38,9736,7914,162.27,0.9311,1
2026-06-13 16:05:38,10726,8896,178.77,0.9684,1
2026-06-13 16:06:38,11127,10802,185.45,1.0917,1
2026-06-13 16:07:38,10906,9631,181.77,0.9144,1
2026-06-13 16:08:38,10926,10499,182.1,1.0785,1
2026-06-13 16:09:38,10389,8124,173.15,0.8921,1
2026-06-13 16:10:38,10684,9655,178.07,0.8625,1
2026-06-13 16:11:38,10831,8953,180.52,0.9652,1
2026-06-13 16:12:38,10485,10000,174.75,1.0248,1
2026-06-13 16:13:38,10840,9423,180.67,0.9432,1
2026-06-13 16:14:38,10361,7791,172.68,1.0166,1
2026-06-13 16:15:38,10291,8752,171.52,0.9688,1
2026-06-13 16:16:38,10747,10219,179.12,0.9395,1
2026-06-13 16:17:38,10405,9266,173.42,0.862,1
2026-06-13 16:18:38,10858,10591,180.97,1.0049,1
2026-06-13 16:19:38,10910,9382,181.83,0.9134,1
2026-06-13 16:20:38,10944,8822,182.4,1.0172,1
2026-06-13 16:21:38,10883,9192,181.38,0.941,1
2026-06-13 16:22:38,9334,7516,155.57,0.8784,1
2026-06-13 16:23:38,10953,10614,182.55,0.9705,1
2026-06-13 16:24:38,11004,10222,183.4,0.9597,1
2026-06-13 16:25:38,11084,8959,184.73,0.9347,1
2026-06-13 16:26:38,9680,6650,161.33,0.8233,1
2026-06-13 16:27:38,9751,7123,162.52,0.877,1
2026-06-13 16:28:38,9860,7927,164.33,0.9564,1
2026-06-13 16:29:38,10982,10822,183.03,0.9185,1
2026-06-13 16:30:38,10289,8943,171.48,0.9325,1
2026-06-13 16:31:38,10721,8581,178.68,1.0936,1
2026-06-13 16:32:38,10557,8309,175.95,0.9054,1
2026-06-13 16:33:38,10854,9177,180.9,1.0607,1
2026-06-13 16:34:38,10608,9141,176.8,1.0356,1
2026-06-13 16:35:38,10551,9699,175.85,0.9086,1
2026-06-13 16:36:38,9879,7453,164.65,0.9276,1
2026-06-13 16:37:38,9726,7462,162.1,0.846,1
2026-06-13 16:38:38,10837,9297,180.62,1.0214,1
2026-06-13 16:39:38,10532,9318,175.53,0.9045,1
2026-06-13 16:40:38,10433,10135,173.88,0.9662,1
2026-06-13 16:41:38,9908,8469,165.13,0.9241,1
2026-06-13 16:42:38,10620,9128,177.0,0.8482,1
2026-06-13 16:43:38,10884,10537,181.4,0.9561,1
2026-06-13 16:44:38,11060,9600,184.33,0.913,1
2026-06-13 16:45:38,11026,8833,183.77,0.9191,1
2026-06-13 16:46:38,9973,8335,166.22,0.879,1
2026-06-13 16:47:38,10747,8755,179.12,0.9818,1
2026-06-13 16:48:38,10662,9622,177.7,0.9429,1
2026-06-13 16:49:38,10138,8216,168.97,0.9912,1
2026-06-13 16:50:38,10119,8491,168.65,1.0027,1
2026-06-13 16:51:38,10903,9299,181.72,0.8913,1
2026-06-13 16:52:38,10776,10135,179.6,1.093,1
2026-06-13 16:53:38,10851,9850,180.85,0.9301,1
2026-06-13 16:54:38,10617,10512,176.95,0.9733,1
2026-06-13 16:55:38,10593,8553,176.55,0.89,1
2026-06-13 16:56:38,10199,7732,169.98,0.9316,1
2026-06-13 16:57:38,10329,8561,172.15,0.8837,1
2026-06-13 16:58:38,10782,9734,179.7,1.066,1
2026-06-13 16:59:38,9934,8757,165.57,0.9255,1
2026-06-13 17:00:38,9487,7669,158.12,0.9448,1
2026-06-13 17:01:38,9577,7361,159.62,0.7972,1
2026-06-13 17:02:38,9757,8029,162.62,0.9741,1
2026-06-13 17:03:38,7972,4712,132.87,0.6848,1
2026-06-13 17:04:38,6749,3166,112.48,0.5108,1
2026-06-13 17:05:38,5908,2414,98.47,0.5474,1
2026-06-13 17:06:38,4834,1729,80.57,0.4885,0
2026-06-13 17:07:38,4783,1551,79.72,0.3871,0
2026-06-13 17:08:38,3857,1054,64.28,0.2415,0
2026-06-13 17:09:38,3302,734,55.03,0.3185,0
2026-06-13 17:10:38,2834,467,47.23,0.1939,0
2026-06-13 17:11:38,2139,184,35.65,0.0196,0
2026-06-13 17:12:38,1098,0,18.3,0.0776,0
2026-06-13 17:13:38,1185,58,19.75,-0.0295,0
2026-06-13 17:14:38,650,0,10.83,-0.0351,0
2026-06-13 17:15:38,1731,138,28.85,0.1438,0
2026-06-13 17:16:38,1880,161,31.33,0.0506,0
2026-06-13 17:17:38,855,0,14.25,-0.0631,0
2026-06-13 17:18:38,1411,36,23.52,-0.0362,0
2026-06-13 17:19:38,1394,23,23.23,-0.051,0
2026-06-13 17:20:38,1089,9,18.15,-0.0774,0
2026-06-13 17:21:38,823,0,13.72,-0.0529,0
2026-06-13 17:22:38,1371,78,22.85,0.0362,0
2026-06-13 17:23:38,1189,2,19.82,-0.0317,0
2026-06-13 17:24:38,1262,0,21.03,-0.0526,0
2026-06-13 17:25:38,1263,0,21.05,0.0115,0
2026-06-13 17:26:38,1154,0,19.23,0.0444,0
2026-06-13 17:27:38,1397,0,23.28,0.0066,0
2026-06-13 17:28:38,832,5,13.87,0.0513,0
2026-06-13 17:29:38,1352,52,22.53,0.0334,0
2026-06-13 17:30:38,1758,75,29.3,0.0271,0
2026-06-13 17:31:38,1272,66,21.2,0.1053,0
2026-06-13 17:32:38,1049,0,17.48,-0.0557,0
2026-06-13 17:33:38,891,30,14.85,0.0886,0
2026-06-13 17:34:38,796,0,13.27,0.0611,0
2026-06-13 17:35:38,1756,153,29.27,0.1427,0
2026-06-13 17:36:38,1966,138,32.77,0.17,0
2026-06-13 17:37:38,977,0,16.28,-0.0907,0
2026-06-13 17:38:38,1218,57,20.3,0.092,0
2026-06-13 17:39:38,1295,5,21.58,-0.0794,0
2026-06-13 17:40:38,1431,45,23.85,-0.0039,0
2026-06-13 17:41:38,1552,100,25.87,0.033,0
2026-06-13 17:42:38,1053,0,17.55,0.0998,0
2026-06-13 17:43:38,884,0,14.73,0.0449,0
2026-06-13 17:44:38,1096,0,18.27,-0.0402,0
2026-06-13 17:45:38,876,6,14.6,-0.0386,0
2026-06-13 17:46:38,1630,110,27.17,0.059,0
2026-06-13 17:47:38,1791,71,29.85,0.091,0
2026-06-13 17:48:38,2000,128,33.33,0.1061,0
2026-06-13 17:49:38,1623,92,27.05,0.1452,0
2026-06-13 17:50:38,929,0,15.48,-0.0248,0
2026-06-13 17:51:38,1316,7,21.93,-0.0325,0
2026-06-13 17:52:38,743,0,12.38,0.0314,0
2026-06-13 17:53:38,1312,37,21.87,0.1169,0
2026-06-13 17:54:38,917,0,15.28,0.0038,0
2026-06-13 17:55:38,2076,202,34.6,0.1738,0
2026-06-13 17:56:38,1152,30,19.2,-0.0334,0
2026-06-13 17:57:38,2636,284,43.93,0.1699,0
2026-06-13 17:58:38,2174,240,36.23,0.0917,0
2026-06-13 17:59:38,1139,28,18.98,0.0936,0
2026-06-13 18:00:38,975,5,16.25,0.0638,0
2026-06-13 18:01:38,1166,19,19.43,0.0002,0
2026-06-13 18:02:38,809,0,13.48,0.0948,0
2026-06-13 18:03:38,1014,2,16.9,0.0554,0
2026-06-13 18:04:38,1983,173,33.05,0.1745,0
2026-06-13 18:05:38,1607,78,26.78,0.0161,0
2026-06-13 18:06:38,2569,185,42.82,0.0153,0
2026-06-13 18:07:38,1409,0,23.48,-0.0521,0
2026-06-13 18:08:38,936,0,15.6,-0.0024,0
2026-06-13 18:09:38,1132,0,18.87,0.0067,0
2026-06-13 18:10:38,1422,82,23.7,0.132,0
2026-06-13 18:11:38,1814,110,30.23,0.0445,0
2026-06-13 18:12:38,1911,105,31.85,0.0372,0
2026-06-13 18:13:38,1257,59,20.95,0.0165,0
2026-06-13 18:14:38,732,0,12.2,0.0925,0
2026-06-13 18:15:38,772,0,12.87,0.0272,0
2026-06-13 18:16:38,1419,3,23.65,0.0867,0
2026-06-13 18:17:38,1243,20,20.72,0.0076,0
2026-06-13 18:18:38,954,0,15.9,0.0637,0
2026-06-13 18:19:38,1167,25,19.45,-0.0341,0
2026-06-13 18:20:38,1347,54,22.45,-0.014,0
2026-06-13 18:21:38,681,0,11.35,0.0237,0
2026-06-13 18:22:38,1159,72,19.32,-0.0138,0
2026-06-13 18:23:38,857,5,14.28,0.0387,0
2026-06-13 18:24:38,1492,65,24.87,0.0209,0
2026-06-13 18:25:38,1220,21,20.33,-0.0025,0
2026-06-13 18:26:38,947,19,15.78,-0.023,0
2026-06-13 18:27:38,824,0,13.73,-0.0883,0
2026-06-13 18:28:38,1014,0,16.9,-0.0876,0
2026-06-13 18:29:38,1806,107,30.1,0.1104,0
2026-06-13 18:30:38,1232,32,20.53,-0.0002,0
2026-06-13 18:31:38,1341,26,22.35,-0.062,0
2026-06-13 18:32:38,992,0,16.53,-0.0843,0
2026-06-13 18:33:38,852,0,14.2,-0.0672,0
2026-06-13 18:34:38,1065,16,17.75,-0.0628,0
2026-06-13 18:35:38,1247,35,20.78,0.0765,0
2026-06-13 18:36:38,825,7,13.75,0.001,0
2026-06-13 18:37:38,1726,89,28.77,0.143,0
2026-06-13 18:38:38,839,0,13.98,0.0243,0
2026-06-13 18:39:38,1158,26,19.3,0.0756,0
2026-06-13 18:40:38,1584,39,26.4,0.0587,0
2026-06-13 18:41:38,1165,0,19.42,0.0931,0
2026-06-13 18:42:38,855,0,14.25,0.0118,0
2026-06-13 18:43:38,1373,31,22.88,0.0543,0
2026-06-13 18:44:38,2197,156,36.62,0.1127,0
2026-06-13 18:45:38,1184,20,19.73,0.1173,0
2026-06-13 18:46:38,1322,36,22.03,0.0805,0
2026-06-13 18:47:38,915,2,15.25,0.0216,0
2026-06-13 18:48:38,1742,76,29.03,0.1302,0
2026-06-13 18:49:38,947,0,15.78,-0.02,0
2026-06-13 18:50:38,1098,0,18.3,0.0186,0
2026-06-13 18:51:38,1232,0,20.53,-0.0804,0
2026-06-13 18:52:38,1206,12,20.1,0.1062,0
2026-06-13 18:53:38,1018,0,16.97,0.0579,0
2026-06-13 18:54:38,1308,28,21.8,0.0277,0
2026-06-13 18:55:38,536,0,8.93,0.0866,0
2026-06-13 18:56:38,1787,126,29.78,0.0768,0
2026-06-13 18:57:38,1587,122,26.45,0.0028,0
2026-06-13 18:58:38,1368,54,22.8,0.0712,0
2026-06-13 18:59:38,2177,204,36.28,0.0244,0
2026-06-13 19:00:38,1626,79,27.1,0.0586,0
2026-06-13 19:01:38,1076,0,17.93,0.0474,0
2026-06-13 19:02:38,2260,255,37.67,0.1498,0
2026-06-13 19:03:38,1762,147,29.37,0.1667,0
2026-06-13 19:04:38,1168,0,19.47,0.0146,0
2026-06-13 19:05:38,1073,0,17.88,0.0862,0
2026-06-13 19:06:38,1501,79,25.02,-0.0085,0
2026-06-13 19:07:38,2039,142,33.98,-0.0131,0
2026-06-13 19:08:38,843,7,14.05,-0.0512,0
2026-06-13 19:09:38,1402,56,23.37,0.0063,0
2026-06-13 19:10:38,1357,32,22.62,0.0207,0
2026-06-13 19:11:38,903,0,15.05,0.0056,0
2026-06-13 19:12:38,2030,176,33.83,0.143,0
2026-06-13 19:13:38,1765,115,29.42,0.1551,0
2026-06-13 19:14:38,1705,76,28.42,-0.0346,0
2026-06-13 19:15:38,1140,0,19.0,0.022,0
2026-06-13 19:16:38,1330,20,22.17,0.034,0
2026-06-13 19:17:38,918,0,15.3,-0.0895,0
2026-06-13 19:18:38,986,0,16.43,0.05,0
2026-06-13 19:19:38,969,0,16.15,-0.0265,0
2026-06-13 19:20:38,1127,27,18.78,-0.0606,0
2026-06-13 19:21:38,651,0,10.85,0.0115,0
2026-06-13 19:22:38,640,0,10.67,-0.0676,0
2026-06-13 19:23:38,1734,38,28.9,0.0711,0
2026-06-13 19:24:38,1541,0,25.68,0.0605,0
2026-06-13 19:25:38,1292,29,21.53,-0.076,0
2026-06-13 19:26:38,1031,0,17.18,0.0064,0
2026-06-13 19:27:38,1303,0,21.72,-0.0021,0
2026-06-13 19:28:38,895,0,14.92,-0.03,0
2026-06-13 19:29:38,1063,0,17.72,0.032,0
2026-06-13 19:30:38,1295,0,21.58,-0.0178,0
2026-06-13 19:31:38,1378,43,22.97,-0.0543,0
2026-06-13 19:32:38,1151,0,19.18,-0.0608,0
2026-06-13 19:33:38,1765,85,29.42,0.086,0
2026-06-13 19:34:38,729,2,12.15,0.0311,0
2026-06-13 19:35:38,1184,0,19.73,-0.012,0
2026-06-13 19:36:38,1395,0,23.25,-0.0641,0
2026-06-13 19:37:38,1952,96,32.53,-0.0275,0
2026-06-13 19:38:38,1081,0,18.02,0.0957,0
2026-06-13 19:39:38,1168,0,19.47,0.0068,0
2026-06-13 19:40:38,1585,67,26.42,-0.0136,0
2026-06-13 19:41:38,1033,0,17.22,0.0437,0
2026-06-13 19:42:38,1156,25,19.27,-0.0009,0
2026-06-13 19:43:38,1357,35,22.62,-0.0252,0
2026-06-13 19:44:38,1385,57,23.08,0.0526,0
2026-06-13 19:45:38,1734,95,28.9,0.1469,0
2026-06-13 19:46:38,1648,73,27.47,-0.0317,0
2026-06-13 19:47:38,889,7,14.82,0.0912,0
2026-06-13 19:48:38,1445,77,24.08,0.1449,0
2026-06-13 19:49:38,892,0,14.87,-0.0401,0
2026-06-13 19:50:38,1553,41,25.88,-0.0172,0
2026-06-13 19:51:38,2691,430,44.85,0.1153,0
2026-06-13 19:52:38,2689,384,44.82,0.1039,0
2026-06-13 19:53:38,2151,244,35.85,0.063,0
2026-06-13 19:54:38,1644,29,27.4,0.0281,0
2026-06-13 19:55:38,944,0,15.73,0.018,0
2026-06-13 19:56:38,1034,12,17.23,-0.0797,0
2026-06-13 19:57:38,1345,53,22.42,-0.0256,0
2026-06-13 19:58:38,931,4,15.52,-0.0221,0
2026-06-13 19:59:38,813,2,13.55,-0.0901,0
2026-06-13 20:00:38,1325,0,22.08,0.0348,0
2026-06-13 20:01:38,1919,105,31.98,0.0693,0
2026-06-13 20:02:38,1794,159,29.9,0.0131,0
2026-06-13 20:03:38,2367,239,39.45,0.1908,0
2026-06-13 20:04:38,1562,75,26.03,0.0375,0
2026-06-13 20:05:38,1733,96,28.88,0.0413,0
2026-06-13 20:06:38,1179,14,19.65,-0.0131,0
2026-06-13 20:07:38,1360,49,22.67,0.1373,0
2026-06-13 20:08:38,1353,55,22.55,0.1426,0
2026-06-13 20:09:38,2108,161,35.13,0.1693,0
2026-06-13 20:10:38,1912,158,31.87,0.0085,0
2026-06-13 20:11:38,1662,65,27.7,0.0759,0
2026-06-13 20:12:38,843,0,14.05,-0.0568,0
2026-06-13 20:13:38,1495,72,24.92,0.1383,0
2026-06-13 20:14:38,1225,0,20.42,0.0846,0
2026-06-13 20:15:38,1338,30,22.3,-0.065,0
2026-06-13 20:16:38,1752,121,29.2,0.1099,0
2026-06-13 20:17:38,2081,221,34.68,0.1805,0
2026-06-13 20:18:38,2240,245,37.33,0.1695,0
2026-06-13 20:19:38,2173,249,36.22,0.1635,0
2026-06-13 20:20:38,1321,15,22.02,-0.0784,0
2026-06-13 20:21:38,776,2,12.93,-0.0002,0
2026-06-13 20:22:38,1747,105,29.12,0.1103,0
2026-06-13 20:23:38,1118,3,18.63,0.0998,0
2026-06-13 20:24:38,1085,12,18.08,0.0017,0
2026-06-13 20:25:38,1657,87,27.62,0.1309,0
2026-06-13 20:26:38,1001,0,16.68,0.0794,0
2026-06-13 20:27:38,1399,72,23.32,-0.0309,0
2026-06-13 20:28:38,1854,132,30.9,0.1048,0
2026-06-13 20:29:38,1414,44,23.57,0.0845,0
2026-06-13 20:30:38,2044,191,34.07,0.0298,0
2026-06-13 20:31:38,1942,67,32.37,0.1143,0
2026-06-13 20:32:38,1334,17,22.23,0.0174,0
2026-06-13 20:33:38,1527,74,25.45,0.0076,0
2026-06-13 20:34:38,2434,298,40.57,0.1494,0
2026-06-13 20:35:38,1036,34,17.27,0.1038,0
2026-06-13 20:36:38,1478,64,24.63,-0.0358,0
2026-06-13 20:37:38,984,0,16.4,-0.0979,0
2026-06-13 20:38:38,1533,75,25.55,-0.025,0
2026-06-13 20:39:38,804,12,13.4,0.0123,0
2026-06-13 20:40:38,1217,56,20.28,0.1218,0
2026-06-13 20:41:38,1058,0,17.63,-0.0774,0
2026-06-13 20:42:38,888,0,14.8,0.0233,0
2026-06-13 20:43:38,1049,0,17.48,-0.0156,0
2026-06-13 20:44:38,1375,45,22.92,0.1262,0
2026-06-13 20:45:38,650,0,10.83,0.0395,0
2026-06-13 20:46:38,1605,87,26.75,0.0555,0
2026-06-13 20:47:38,2483,304,41.38,0.1288,0
2026-06-13 20:48:38,2887,529,48.12,0.2395,0
2026-06-13 20:49:38,2322,231,38.7,0.0816,0
2026-06-13 20:50:38,2239,271,37.32,0.1973,0
2026-06-13 20:51:38,1778,165,29.63,0.0308,0
2026-06-13 20:52:38,1259,20,20.98,0.047,0
2026-06-13 20:53:38,1088,3,18.13,0.1029,0
2026-06-13 20:54:38,1547,60,25.78,0.0266,0
2026-06-13 20:55:38,1853,113,30.88,0.1256,0
2026-06-13 20:56:38,972,0,16.2,-0.047,0
2026-06-13 20:57:38,1107,11,18.45,0.0733,0
2026-06-13 20:58:38,1078,7,17.97,-0.0343,0
2026-06-13 20:59:38,882,0,14.7,-0.0918,0
2026-06-13 21:00:38,1717,106,28.62,-0.0017,0
2026-06-13 21:01:38,1008,0,16.8,-0.0749,0
2026-06-13 21:02:38,3034,502,50.57,0.1975,0
2026-06-13 21:03:38,1515,84,25.25,0.1188,0
2026-06-13 21:04:38,1966,103,32.77,0.1178,0
